# howmany : 5
# loop : 3
# distribution : clustered
# Big : 22
# intersectionratio : 0.3
# MaxBit : 26
# size-ratio	@hybriddan	branchless	danfar	danfarfar	danfarmov	f2p0	f4p0	f8p0	hssimd	hssimddan	natemediumdanalt	scalar1sgalloping	scalarbranchless	scalarbranchlesscached	scalarbranchlesscached2	scalarbranchlessunrolled	scalardanbranchless	scalarnate	scalarnatewg	simdgalloping	simdgalloping2	thomas_gallop	thomas_scalar	thomas_simdgallop_v0	thomas_simdgallop_v1	thomas_simdgallop_v2	thomas_simdgallop_v3	thomas_v1	thomas_v1_plow	thomas_v2	thomas_v3	thomas_v3_aligned	v1	v3	widevector	widevectorleo	relative-intersection-size 
#generating data...ok.
4.981	    1350.9	     571.9	    1070.2	    1025.9	    1072.8	      1346	    1623.3	      1676	    1245.8	      1218	    1072.6	    471.58	    283.61	    490.34	     499.2	    281.77	    571.62	    597.29	    601.66	      1006	    1055.6	    403.68	    492.87	    383.43	    423.02	     376.6	     376.9	    469.39	    442.45	    416.09	    418.08	    395.61	    1343.7	    1024.4	    945.58	    1125.6			0.35888
#generating data...ok.
6.8659	    1559.3	    786.68	    1442.3	    1382.3	    1447.4	    1553.3	      1794	      1936	    1383.4	    1369.9	    1406.2	    653.65	       312	    577.21	    585.72	    311.08	     787.2	    871.59	    880.64	    1348.5	    1393.9	     545.9	     717.8	    504.68	    569.47	     535.3	     535.7	    644.76	    592.17	    606.14	    608.67	    578.73	    1548.4	    1380.9	     958.4	    1153.2			0.33581
#generating data...ok.
9.4639	    1657.4	    837.43	    1567.3	      1514	    1563.2	    1661.2	    1943.9	    2217.2	    1441.9	    1423.6	    1487.2	       697	    313.74	    589.71	    598.56	    313.99	    837.15	    953.78	    959.17	    1482.9	    1499.8	    606.64	     783.7	    564.85	     642.3	    652.78	    653.66	    710.77	    665.95	    722.19	    735.53	    666.88	    1659.5	    1515.4	    968.42	      1171			0.34253
#generating data...ok.
13.045	    2154.2	    1026.8	    1875.9	    1842.1	    1864.5	    2165.9	    2382.8	    2550.4	    1522.6	    1506.9	    1792.9	    970.24	    329.31	    647.69	    654.01	    329.86	    1026.5	    1258.8	    1266.5	    1794.4	    1740.7	    820.85	    1053.1	    742.31	    815.57	     808.5	    819.31	    964.85	    887.41	    915.43	    923.51	    912.48	    2165.5	    1843.1	    966.06	    1189.9			0.41017
#generating data...ok.
17.981	    2433.7	    1091.7	      2580	    2498.9	    2587.7	    2439.5	    2704.7	    2941.2	    1551.5	    1532.1	    2361.5	    1121.4	    330.05	    661.37	    666.71	    330.85	    1091.6	    1401.2	    1417.2	    2430.6	    2390.4	    964.81	    1199.8	    936.25	    1052.6	    1048.5	    1065.8	    1237.8	    1100.1	    1183.8	    1203.8	    1101.8	    2440.7	    2499.4	    928.14	    1173.9			0.33022
#generating data...ok.
24.786	    2491.7	    1191.9	    2725.9	    2667.5	      2730	    2512.5	    2724.9	    3132.8	      1592	    1572.2	    2443.9	    1160.2	    336.04	    684.17	    690.27	    337.01	      1189	    1574.2	    1570.2	    2582.9	    2470.5	    1017.4	    1348.5	    1010.4	    1146.6	    1297.5	    1330.5	    1356.8	    1219.8	    1435.1	    1491.3	    1279.1	    2502.5	      2642	    965.93	    1199.8			0.34907
#generating data...ok.
34.165	    2958.9	    1302.1	    3220.4	    3157.8	    3242.6	    2966.2	      3106	      3497	    1626.2	    1606.5	    2938.4	    1459.5	    340.03	    704.12	    708.03	    341.23	    1301.6	    1817.7	    1813.8	    3022.7	    2893.7	    1305.5	    1585.7	      1286	    1415.3	    1571.4	    1602.9	    1754.9	    1550.3	    1782.4	      1799	    1584.8	    2962.6	    3157.4	    933.86	    1204.1			0.36754
#generating data...ok.
47.093	    3182.6	    1359.7	    3462.6	    3382.7	    3468.2	    3218.4	    3377.9	    3616.4	    1648.1	    1625.8	    3114.1	    1578.3	    342.35	    714.86	    720.38	    343.44	    1360.2	    1983.9	    1987.7	    3280.4	    3088.7	    1388.2	    1746.7	    1450.5	    1617.9	    1817.1	    1908.2	    2097.5	    1768.8	    2066.2	    2131.1	    1843.3	    3219.4	    3379.5	    931.26	    1208.2			0.34864
#generating data...ok.
64.913	    4363.4	    1470.1	    4262.9	      4397	    4253.5	    3422.4	    3638.4	    4223.1	    1665.7	    1639.6	      3609	    2012.7	     345.1	    730.63	    734.01	    346.39	    1472.3	    2181.7	    2183.5	    4162.3	      3773	    1851.6	    1934.2	    1827.7	    2028.1	    2268.5	    2323.6	    2367.2	    2001.5	      2502	    2601.3	    2266.6	    3418.9	      4400	    905.43	    1215.8			0.33951
#generating data...ok.
89.477	    4707.4	    1532.7	    4556.6	    4698.7	    4551.7	    3701.1	    3888.3	      4387	    1691.7	    1668.1	    3859.8	    2390.3	    347.64	    742.68	    745.14	    349.04	    1531.1	    2385.3	    2377.6	    4537.7	    4209.5	    2141.6	    2143.1	    2164.7	    2392.3	    2669.7	    2782.1	    2775.7	    2275.7	    2864.8	      3052	    2719.9	    3712.1	    4701.8	    879.54	    1218.8			0.48246
#generating data...ok.
123.33	    5049.7	      1588	    4938.7	    5025.6	    4977.5	    3952.8	    4120.8	    4589.8	    1712.1	    1686.8	    4273.6	    2525.2	    349.22	    750.44	    752.55	    350.85	    1590.9	    2521.4	    2553.2	    4800.4	    4434.4	    2427.3	    2318.9	      2335	    2538.4	    2785.9	    2888.7	      3232	    2578.9	    3227.7	    3220.2	    2951.4	    3962.9	    5072.3	    839.97	    1216.7			0.33693
#generating data...ok.
170.01	    5571.3	    1648.3	    5441.4	    5679.8	    5434.9	    4169.9	    4276.7	    4885.6	    1702.2	    1678.9	    4605.7	    3036.2	    349.89	    756.27	    757.99	    351.55	    1649.7	    2663.5	    2680.9	    5340.4	    4778.6	    2911.8	    2440.3	    2771.5	    2961.4	    3214.1	    3226.7	    3601.1	    2820.9	    3626.7	    3668.9	    3483.1	    4168.5	    5685.9	    778.36	    1143.7			0.35392
#generating data...ok.
234.34	    7303.8	    1683.4	    6228.1	    7167.9	      6110	    4182.8	    4266.5	    5267.9	    1703.2	    1701.6	    5000.6	      3958	    350.82	    759.93	    761.66	    352.49	    1684.2	    2775.6	    2798.3	    6865.6	    5977.1	    3845.3	    2551.4	    3702.4	    4187.8	    4443.2	      4495	    3742.3	    2981.9	      4126	    4571.8	    4480.7	    4177.9	    7346.2	    765.64	    1128.9			0.34326
#generating data...ok.
323.01	    7600.2	    1728.7	    6563.8	    7325.8	    6510.3	    4353.8	    4437.4	    5330.7	    1723.3	    1702.4	    5218.3	    3945.5	    351.37	     763.6	       765	    353.21	    1726.5	    2904.4	    2888.3	    6892.2	    5957.8	    3943.1	    2648.9	    3705.7	    3948.7	      4244	    4179.7	    3935.9	    3146.1	    4301.6	    4573.1	    4461.6	    4358.7	    7338.6	    754.68	    1150.5			0.35395
#generating data...ok.
445.24	    9107.2	    1756.4	    7246.2	    8943.1	    7062.7	    4329.7	      4464	    5540.3	    1736.6	    1710.5	    5502.1	    4834.3	    351.84	    766.24	    767.03	    353.73	    1759.7	    2959.9	    2971.8	      7989	    6501.9	    4841.7	    2673.9	    4566.4	    5016.6	    5359.5	    5354.5	    4109.3	    3272.2	    4674.1	    5413.3	    5503.6	    4331.5	    8958.4	    721.95	    988.65			0.34055
#generating data...ok.
613.72	    9882.8	    1775.2	    7673.3	     10021	    7399.4	    4387.8	    4471.9	    5712.4	    1751.6	    1720.6	    5637.2	      7039	    352.14	    767.84	    769.05	    354.19	    1777.7	    3061.3	    3045.9	     10488	     10601	    7535.6	    2768.5	    6497.5	    7739.3	    8195.2	    8380.5	    4210.7	    3353.9	    5069.8	    7476.6	    8072.4	    4390.5	     10244	    702.74	    923.82			0.33772
#generating data...ok.
845.95	     11248	    1794.3	    8358.1	     11844	    7924.9	    4405.3	    4458.9	    5864.2	    1702.7	    1676.8	    5804.2	    8999.4	    352.43	    768.93	    769.27	    354.49	    1797.2	    3088.7	    3045.4	     12748	     13054	      9665	    2808.4	    8305.2	      9913	     10669	     10769	    4287.2	    3436.7	    5405.7	    9739.8	     10199	      4422	     11950	     691.8	    803.81			0.51735
#generating data...ok.
1166.1	     13579	    1803.7	      8743	     13498	    8901.2	    4533.6	    4618.8	    5994.6	    1751.3	    1719.1	    5970.2	     10514	    352.43	    770.06	    771.31	    354.67	    1809.3	    3154.4	    3136.9	     13787	     13812	     10960	    2829.6	    9703.7	     11641	     12255	     12728	    4362.1	    3507.9	    5631.6	     10453	     11838	    4454.7	     13536	    693.44	    817.81			0.33389
#generating data...ok.
1607.3	     15213	    1808.2	    9270.5	     15973	    9472.7	    4554.8	    4631.8	      6128	    1758.7	    1726.3	      6106	     16220	    352.68	    770.93	    769.39	     354.8	      1811	    3176.5	    3188.6	     24615	     27000	     18395	    2930.4	     15346	     19244	     20939	     21750	    4410.9	    3546.7	    6004.7	     14067	     16423	    4515.9	     15172	    699.23	    800.06			0.40077
#generating data...ok.
2215.5	     15332	    1811.6	    9246.1	     15942	    9485.7	    4556.4	    4637.7	    6117.6	    1758.2	    1728.6	    6089.8	     14301	    352.75	    771.33	    772.48	    354.82	    1818.3	    3185.3	      3200	     20018	     22787	     17799	    2902.2	     13317	     17900	     19366	     19437	    4444.8	      3572	    5962.9	     13638	     16390	    4480.8	     14664	    691.75	    797.42			0.35288
#generating data...ok.
3053.9	     13767	    1817.5	    8763.8	     14427	    9012.3	    4590.3	    4673.2	    6230.4	    1766.1	    1725.5	    5951.7	     22526	    354.55	     774.9	    777.31	    356.92	    1819.6	    3245.7	    3232.5	     25328	     30556	     31395	      3075	     21077	     32751	     36034	     37855	    4499.7	    3606.3	    6267.7	     17385	     21975	    4509.7	     13583	    691.68	    776.76			0.34669
#generating data...ok.
4209.5	     17126	    1820.5	    9359.4	     17906	    9981.7	    4542.8	    4654.8	    6229.4	    1715.1	    1726.6	    6196.9	     26632	    352.74	       771	    772.96	    355.06	    1827.6	    3230.4	    3241.7	     37690	     47873	     36551	    2995.7	     25273	     38310	     39965	     41909	    4471.2	    3617.3	    6289.8	     20358	     22652	    4492.2	     17348	    692.35	    788.92			0.34237
#generating data...ok.
5802.4	     17006	    1834.5	    9736.6	     18997	     10123	    4615.2	    4691.6	    6278.7	    1742.5	    1732.7	      6232	     21793	    354.89	    775.81	    778.02	    357.06	      1840	    3260.8	    3258.5	     31203	     30042	     32797	    3000.6	     21554	     25964	     27400	     30897	    4586.6	    3639.3	    6383.7	     18849	     24366	    4530.5	     17634	    705.35	    803.19			0.35961
#generating data...ok.
7998.1	     18041	    1820.8	    9929.3	     20853	     10435	    4573.9	    4667.2	    6266.6	    1748.7	    1732.3	    6245.4	     28987	    352.81	    772.41	    772.12	    355.25	    1829.2	    3253.9	    3248.4	     48104	     44877	     46955	    2961.8	     29531	     40720	     52176	     59595	    4508.6	    3627.5	    6437.9	     20360	     26384	    4510.5	     18903	    691.69	    786.03			0.3645
# bogus = 2817022208
